uc_id,mean_ring_veg,veg_group
10257,890.1427221172023,low_veg
10259,723.4413988657845,low_veg
1026,987.5897920604915,high_veg
10261,806.515122873346,low_veg
10262,899.7183364839319,high_veg
10265,767.7098298676749,low_veg
10266,982.0803402646503,high_veg
10267,880.5879017013233,low_veg
10268,870.1672967863894,low_veg
1027,1152.374291115312,high_veg
10271,1006.1474480151229,high_veg
10273,750.3960302457467,low_veg
10276,771.9281663516068,low_veg
1028,1265.5586011342155,high_veg
10281,1250.8960302457467,high_veg
10283,1167.5737240075614,high_veg
10285,797.5132325141777,low_veg
10286,1045.7693761814744,high_veg
10289,892.640831758034,low_veg
1029,1230.0869565217392,high_veg
10290,634.0557655954632,low_veg
10292,653.9877126654064,low_veg
10293,844.9149338374291,low_veg
10296,935.8799621928166,high_veg
103,902.3137996219282,high_veg
10300,1299.7410207939508,high_veg
10302,673.8695652173913,low_veg
10303,760.7353497164461,low_veg
10305,1248.1266540642723,high_veg
10306,1744.233459357278,high_veg
10307,878.6086956521739,low_veg
10308,673.9272211720227,low_veg
10309,781.5831758034027,low_veg
1031,1445.4262759924386,high_veg
10310,843.7362948960302,low_veg
10313,951.1890359168242,high_veg
10314,972.3100189035916,high_veg
10315,818.3506616257089,low_veg
10319,930.6502835538753,high_veg
1032,1098.664461247637,high_veg
10320,668.5633270321362,low_veg
10321,1111.1379962192816,high_veg
10323,1061.0680529300566,high_veg
10325,982.4933837429112,high_veg
10326,893.3005671077505,low_veg
10329,852.7381852551985,low_veg
10331,855.8440453686201,low_veg
10332,786.1058601134215,low_veg
10333,1024.8137996219282,high_veg
10334,845.4291115311909,low_veg
10335,1068.195652173913,high_veg
10337,779.0311909262759,low_veg
10338,774.7977315689981,low_veg
10339,893.484877126654,low_veg
1034,940.4933837429112,high_veg
10343,845.9357277882798,low_veg
10345,931.0396975425331,high_veg
10347,718.2400756143667,low_veg
10349,847.9914933837429,low_veg
1035,1113.48393194707,high_veg
10353,585.4366729678638,low_veg
10355,844.0888468809073,low_veg
10356,839.242911153119,low_veg
10358,489.94801512287336,low_veg
10361,945.9867674858223,high_veg
10362,504.85727788279775,low_veg
10365,798.9603024574669,low_veg
10366,813.5160680529301,low_veg
10368,915.5954631379963,high_veg
10369,938.8837429111531,high_veg
10370,836.867674858223,low_veg
10371,850.5103969754254,low_veg
10375,814.3109640831758,low_veg
10377,789.6124763705104,low_veg
10379,746.2523629489604,low_veg
10381,805.2041587901701,low_veg
10383,967.2457466918714,high_veg
10386,803.3317580340265,low_veg
10387,785.6068052930057,low_veg
10391,827.8894139886578,low_veg
10395,1169.5037807183364,high_veg
10397,1340.3487712665406,high_veg
10399,1124.3317580340265,high_veg
104,1127.6909262759925,high_veg
1040,245.7608695652174,low_veg
10403,1265.9272211720227,high_veg
10404,550.7778827977315,low_veg
10409,755.9867674858223,low_veg
10413,996.6644612476371,high_veg
10415,1016.1219281663516,high_veg
10419,824.851606805293,low_veg
10423,783.5387523629489,low_veg
10425,1022.4432892249528,high_veg
10427,949.0009451795842,high_veg
10431,612.9669187145557,low_veg
10432,859.3979206049149,low_veg
10433,833.1710775047259,low_veg
10435,832.6682419659735,low_veg
10437,569.7948960302457,low_veg
10441,909.7306238185255,high_veg
10444,1313.5954631379961,high_veg
10446,849.7079395085066,low_veg
10447,1182.796786389414,high_veg
10449,900.7797731568999,high_veg
10451,794.569943289225,low_veg
10453,963.6663516068053,high_veg
10457,1321.3147448015122,high_veg
10461,629.7126654064273,low_veg
10462,803.9432892249528,low_veg
10463,946.6030245746692,high_veg
10464,902.7476370510396,high_veg
10466,931.3100189035916,high_veg
10469,559.6030245746692,low_veg
10470,689.4744801512287,low_veg
10471,1088.84404536862,high_veg
10473,510.63705103969755,low_veg
10475,1013.4385633270322,high_veg
10479,524.5775047258979,low_veg
10481,1177.7164461247637,high_veg
10483,433.17485822306236,low_veg
10489,1002.3506616257089,high_veg
10490,725.0500945179584,low_veg
10493,1143.9206049149338,high_veg
10495,970.0406427221172,high_veg
1050,1434.9338374291115,high_veg
10502,1154.8071833648394,high_veg
10503,644.5916824196597,low_veg
10505,583.367674858223,low_veg
10507,752.9442344045368,low_veg
10509,976.2277882797731,high_veg
1051,546.8553875236295,low_veg
10513,927.0879017013233,high_veg
10514,831.7722117202269,low_veg
10519,889.0283553875237,low_veg
10524,1054.9508506616257,high_veg
10526,767.2485822306238,low_veg
10527,956.8024574669187,high_veg
10529,886.7674858223062,low_veg
1053,1205.8950850661627,high_veg
10535,898.4631379962193,high_veg
10537,692.820415879017,low_veg
10539,877.0557655954632,low_veg
10540,791.2911153119093,low_veg
10542,829.5245746691871,low_veg
10543,884.2835538752363,low_veg
10544,880.4395085066162,low_veg
10545,1033.6521739130435,high_veg
10546,1156.8856332703213,high_veg
10547,537.8015122873346,low_veg
10553,1080.3865784499055,high_veg
10557,1013.1238185255198,high_veg
10563,725.7334593572779,low_veg
10565,1017.5009451795842,high_veg
10567,859.4187145557656,low_veg
10573,1199.2381852551985,high_veg
10576,2642.74763705104,high_veg
10579,267.1030245746692,low_veg
1058,1142.8412098298677,high_veg
10580,1272.9659735349717,high_veg
10581,906.8818525519848,high_veg
10585,427.6162570888469,low_veg
10586,1068.6219281663516,high_veg
1059,763.8260869565217,low_veg
10591,676.234404536862,low_veg
10597,752.7192816635161,low_veg
106,1019.4773156899811,high_veg
10601,920.5103969754254,high_veg
10603,583.9224952741021,low_veg
10608,798.2863894139887,low_veg
1061,1010.8534971644613,high_veg
10611,979.7003780718336,high_veg
10614,784.4234404536862,low_veg
10615,880.0321361058601,low_veg
10617,788.2258979206049,low_veg
10623,898.921550094518,high_veg
10625,505.35444234404537,low_veg
10627,1076.3005671077506,high_veg
10628,901.5633270321362,high_veg
10629,1624.538752362949,high_veg
1063,390.26370510396976,low_veg
10636,752.8213610586012,low_veg
10639,536.0557655954632,low_veg
1064,788.4536862003781,low_veg
10642,974.7561436672968,high_veg
10645,989.0652173913044,high_veg
10647,1009.0633270321362,high_veg
10648,696.4877126654064,low_veg
10651,905.1304347826087,high_veg
10653,614.0482041587902,low_veg
10655,378.93100189035914,low_veg
10657,926.8771266540642,high_veg
10659,1009.866729678639,high_veg
10661,531.1616257088847,low_veg
10663,1108.3270321361058,high_veg
10669,870.5189035916824,low_veg
1067,796.7551984877126,low_veg
10674,1289.6871455576559,high_veg
10675,883.4754253308129,low_veg
10677,873.0056710775048,low_veg
10679,850.695652173913,low_veg
1068,580.0916824196597,low_veg
10681,454.98487712665406,low_veg
10683,569.7211720226843,low_veg
10689,946.5066162570888,high_veg
1069,1636.9792060491493,high_veg
10691,750.7599243856333,low_veg
10693,895.1814744801512,low_veg
10695,557.8988657844991,low_veg
10697,864.1805293005671,low_veg
10699,799.7977315689981,low_veg
107,883.2362948960302,low_veg
1070,762.6153119092628,low_veg
10700,730.0122873345936,low_veg
10704,1066.1502835538752,high_veg
10705,1091.3090737240075,high_veg
10707,535.5595463137996,low_veg
10711,1046.7126654064273,high_veg
10715,1276.741965973535,high_veg
10717,879.1238185255198,low_veg
10719,862.3771266540642,low_veg
1072,1028.4981096408317,high_veg
10721,969.5170132325142,high_veg
10723,928.1918714555766,high_veg
10725,1044.0595463137997,high_veg
10727,689.5113421550094,low_veg
10729,896.5018903591682,low_veg
1073,1260.4565217391305,high_veg
10733,1001.6493383742911,high_veg
10734,902.4385633270322,high_veg
10735,845.5850661625709,low_veg
10737,590.3771266540642,low_veg
1074,981.5973534971645,high_veg
10741,1058.796786389414,high_veg
10743,917.6550094517959,high_veg
10745,970.0378071833649,high_veg
10747,789.1200378071834,low_veg
1075,447.45368620037806,low_veg
10753,1101.555765595463,high_veg
10754,844.6077504725898,low_veg
10757,929.0576559546314,high_veg
10759,831.0746691871456,low_veg
10760,974.2268431001891,high_veg
10761,423.9385633270321,low_veg
10764,908.2561436672968,high_veg
10766,1471.4281663516067,high_veg
10769,869.5897920604915,low_veg
10771,514.7202268431001,low_veg
10773,838.5018903591682,low_veg
10774,1004.8487712665407,high_veg
10777,756.67202268431,low_veg
10779,1096.5907372400757,high_veg
10780,797.4064272211721,low_veg
10781,773.4820415879017,low_veg
1079,1016.265595463138,high_veg
10791,857.3818525519848,low_veg
10793,1106.6701323251418,high_veg
10795,860.3251417769376,low_veg
10796,828.8809073724008,low_veg
1080,890.9565217391304,low_veg
10800,673.930056710775,low_veg
10801,1053.3686200378072,high_veg
10803,814.5831758034027,low_veg
10805,934.4517958412098,high_veg
10806,578.7674858223062,low_veg
10807,936.7769376181475,high_veg
1081,1680.0349716446124,high_veg
10811,912.8553875236295,high_veg
10812,953.5463137996219,high_veg
10813,984.5708884688091,high_veg
10814,988.4943289224952,high_veg
10816,944.015122873346,high_veg
10817,1015.2410207939508,high_veg
1082,681.484877126654,low_veg
10824,444.0642722117202,low_veg
10825,864.7731568998109,low_veg
10826,894.2466918714556,low_veg
10827,654.2684310018903,low_veg
10830,913.4196597353497,high_veg
10831,1433.110586011342,high_veg
10832,1283.5803402646502,high_veg
10833,941.7155009451795,high_veg
10834,953.710775047259,high_veg
10835,951.5463137996219,high_veg
10837,1049.3081285444234,high_veg
1084,1107.9234404536862,high_veg
10840,1003.82797731569,high_veg
10841,944.2523629489604,high_veg
10842,499.05103969754254,low_veg
10843,949.7069943289225,high_veg
10847,773.4839319470699,low_veg
10849,811.8156899810964,low_veg
1085,641.3478260869565,low_veg
10851,696.8034026465028,low_veg
10855,842.9120982986767,low_veg
10856,694.3081285444234,low_veg
10857,906.9829867674858,high_veg
10859,1036.6540642722118,high_veg
1086,1058.0463137996219,high_veg
10861,868.3809073724008,low_veg
10862,945.0170132325142,high_veg
10863,1024.6417769376183,high_veg
10864,1001.82797731569,high_veg
10865,884.2410207939508,low_veg
10867,716.6115311909263,low_veg
10869,955.8175803402646,high_veg
10871,953.0869565217391,high_veg
10873,768.9565217391304,low_veg
10875,982.0879017013233,high_veg
10877,884.2296786389414,low_veg
10879,1086.1181474480152,high_veg
10880,951.109640831758,high_veg
10883,803.484877126654,low_veg
10887,2170.1058601134214,high_veg
10889,892.7731568998109,low_veg
10891,735.2599243856333,low_veg
10893,864.0,low_veg
10895,889.4234404536862,low_veg
10897,872.2674858223062,low_veg
10899,829.3629489603024,low_veg
109,1370.9489603024574,high_veg
1090,1039.3724007561436,high_veg
10903,921.3487712665407,high_veg
10904,1028.5869565217392,high_veg
10905,633.3024574669187,low_veg
10907,559.8714555765596,low_veg
10909,988.9007561436673,high_veg
1091,872.6994328922495,low_veg
10912,1033.6030245746692,high_veg
10913,519.2901701323251,low_veg
10915,1128.790170132325,high_veg
10919,792.6587901701323,low_veg
10921,677.4508506616257,low_veg
10923,517.3620037807183,low_veg
10925,734.9413988657845,low_veg
10926,716.0217391304348,low_veg
10927,1280.5737240075614,high_veg
10929,770.8109640831758,low_veg
1093,697.0359168241966,low_veg
10933,3172.1767485822306,high_veg
10935,802.2117202268431,low_veg
10937,905.1852551984878,high_veg
10939,780.6105860113422,low_veg
1094,1586.0982986767485,high_veg
10941,1368.211720226843,high_veg
10945,978.9886578449906,high_veg
10949,850.5567107750472,low_veg
10953,844.9461247637051,low_veg
10955,823.0538752362949,low_veg
10957,762.945179584121,low_veg
10961,474.5302457466919,low_veg
10963,773.7277882797731,low_veg
10965,834.6899810964084,low_veg
10967,795.7249527410208,low_veg
10970,930.1124763705104,high_veg
10971,891.6852551984878,low_veg
10973,1049.8156899810965,high_veg
10974,905.0775047258979,high_veg
10975,702.7306238185255,low_veg
10976,884.4810964083176,low_veg
10977,897.1455576559546,low_veg
10979,954.0567107750472,high_veg
10983,824.6833648393194,low_veg
10984,926.4565217391304,high_veg
10985,835.2958412098299,low_veg
10987,809.2533081285444,low_veg
10989,833.0,low_veg
10991,914.7523629489604,high_veg
10992,964.6361058601134,high_veg
10995,1075.8790170132324,high_veg
10997,921.687145557656,high_veg
10998,1250.790170132325,high_veg
110,906.5340264650283,high_veg
11001,833.9045368620037,low_veg
11003,1132.6984877126654,high_veg
11005,914.2759924385633,high_veg
11007,997.4593572778828,high_veg
11008,807.7551984877126,low_veg
11009,1050.609640831758,high_veg
1101,546.4763705103969,low_veg
11011,1373.1606805293006,high_veg
11013,764.4678638941399,low_veg
11015,1012.2693761814745,high_veg
11016,1115.586011342155,high_veg
11017,917.0907372400757,high_veg
11018,802.0056710775048,low_veg
11019,1221.3071833648394,high_veg
11020,836.3894139886578,low_veg
11021,960.5425330812855,high_veg
11025,840.8809073724008,low_veg
11027,781.1342155009452,low_veg
1103,511.6852551984877,low_veg
11031,924.6455576559546,high_veg
11033,883.1181474480152,low_veg
11035,1109.0926275992438,high_veg
11037,1176.8941398865784,high_veg
11039,1033.086011342155,high_veg
11043,1090.289224952741,high_veg
11044,978.6606805293005,high_veg
11047,400.7523629489603,low_veg
11048,737.8034026465028,low_veg
1105,251.61153119092629,low_veg
11050,486.45368620037806,low_veg
11051,882.2627599243856,low_veg
11055,326.28544423440457,low_veg
11057,947.9272211720227,high_veg
11059,414.77315689981094,low_veg
11061,1108.4234404536862,high_veg
11063,807.9981096408318,low_veg
11067,1103.109640831758,high_veg
11069,923.2618147448015,high_veg
1107,1282.0293005671078,high_veg
11071,920.6153119092628,high_veg
11073,847.2920604914934,low_veg
11075,510.6843100189036,low_veg
11077,930.4347826086956,high_veg
11078,887.2977315689981,low_veg
11079,425.5349716446125,low_veg
11080,1198.0179584120983,high_veg
11081,1133.9527410207938,high_veg
11085,835.8525519848771,low_veg
1109,774.6086956521739,low_veg
11090,792.5009451795842,low_veg
11091,932.6039697542533,high_veg
11093,845.5387523629489,low_veg
11099,1062.0907372400757,high_veg
1110,1369.2826086956522,high_veg
11101,957.3544423440454,high_veg
11103,506.62003780718334,low_veg
11105,1057.274102079395,high_veg
11106,930.0642722117202,high_veg
11108,897.8724007561436,high_veg
11109,1004.3724007561436,high_veg
11110,1166.3705103969755,high_veg
11113,1355.4962192816636,high_veg
11114,833.9017013232515,low_veg
11115,192.6758034026465,low_veg
11118,1025.5642722117202,high_veg
11119,1010.3714555765596,high_veg
11120,809.4555765595463,low_veg
11121,826.6559546313799,low_veg
11122,1130.180529300567,high_veg
11123,910.445179584121,high_veg
11125,1167.1077504725897,high_veg
11128,868.0274102079395,low_veg
11129,1038.3100189035918,high_veg
11130,889.4517958412098,low_veg
11132,796.9291115311909,low_veg
11135,1185.9102079395086,high_veg
11141,1078.1682419659735,high_veg
11142,1107.195652173913,high_veg
11143,840.9621928166351,low_veg
11145,855.359168241966,low_veg
11147,979.437618147448,high_veg
11150,1061.431001890359,high_veg
11151,1116.7608695652175,high_veg
11153,984.1890359168242,high_veg
11155,482.18241965973533,low_veg
11157,972.7712665406427,high_veg
11159,1079.593572778828,high_veg
1116,960.3960302457467,high_veg
11161,885.7835538752363,low_veg
11163,1154.648393194707,high_veg
11164,856.1984877126654,low_veg
11165,868.1625708884688,low_veg
11169,803.179584120983,low_veg
11171,974.7618147448015,high_veg
11172,1006.4621928166351,high_veg
11173,1143.929111531191,high_veg
11176,891.9196597353497,low_veg
11177,894.4158790170133,low_veg
11179,925.6975425330813,high_veg
11180,821.8780718336484,low_veg
11181,530.1635160680529,low_veg
11182,815.1266540642722,low_veg
11184,1694.5274102079395,high_veg
11185,337.6285444234405,low_veg
11187,736.1474480151229,low_veg
11189,743.5775047258979,low_veg
11191,746.2637051039698,low_veg
11193,906.5009451795842,high_veg
11195,1199.3506616257089,high_veg
11196,825.9612476370511,low_veg
11197,467.85633270321364,low_veg
11199,2136.3553875236294,high_veg
112,964.3884688090737,high_veg
11201,654.3109640831758,low_veg
11202,848.2873345935727,low_veg
11203,630.1502835538753,low_veg
11204,924.8809073724008,high_veg
11205,957.9319470699432,high_veg
11207,787.5,low_veg
11208,819.5586011342155,low_veg
11209,376.64650283553874,low_veg
1121,279.61436672967864,low_veg
11211,1245.8497164461248,high_veg
11212,811.679584120983,low_veg
11218,849.1521739130435,low_veg
11221,928.4962192816636,high_veg
11223,690.0964083175803,low_veg
11225,1567.8374291115313,high_veg
11227,759.1625708884688,low_veg
11228,843.8913043478261,low_veg
11229,963.1049149338374,high_veg
11231,861.9196597353497,low_veg
11233,1206.6682419659735,high_veg
11235,896.0538752362949,low_veg
11237,1061.602079395085,high_veg
11241,673.5775047258979,low_veg
11242,1006.3837429111531,high_veg
11243,900.9546313799622,high_veg
11245,1131.7221172022685,high_veg
11246,843.2693761814745,low_veg
11247,810.9621928166351,low_veg
11248,850.859168241966,low_veg
11251,941.5047258979206,high_veg
11257,467.9640831758034,low_veg
11259,702.765595463138,low_veg
1126,245.61909262759923,low_veg
11262,941.9744801512287,high_veg
11263,803.3960302457467,low_veg
11264,837.0226843100189,low_veg
11265,911.0028355387524,high_veg
11266,1029.4669187145557,high_veg
11267,868.1020793950851,low_veg
11269,639.1606805293005,low_veg
11270,855.3412098298677,low_veg
11272,919.569943289225,high_veg
11273,1061.4262759924386,high_veg
11275,1208.8081285444234,high_veg
11277,759.7296786389414,low_veg
11279,1388.9574669187145,high_veg
11280,1116.9045368620039,high_veg
11281,1113.806238185255,high_veg
11282,815.1975425330813,low_veg
11284,804.1493383742911,low_veg
11285,923.6512287334593,high_veg
11287,607.1058601134215,low_veg
11289,508.7495274102079,low_veg
11290,849.3761814744802,low_veg
11294,975.68809073724,high_veg
11295,948.3714555765596,high_veg
11296,830.2098298676749,low_veg
11297,1108.8790170132324,high_veg
11298,910.6625708884688,high_veg
11299,949.5652173913044,high_veg
113,1146.2835538752363,high_veg
1130,465.8780718336484,low_veg
11300,924.3034026465028,high_veg
11301,901.8969754253308,high_veg
11302,1951.4716446124764,high_veg
11303,985.2901701323251,high_veg
11304,835.3525519848771,low_veg
11305,653.8383742911153,low_veg
11307,713.749527410208,low_veg
11310,1087.3676748582232,high_veg
11311,2242.6143667296787,high_veg
11314,959.8355387523629,high_veg
11315,976.3960302457467,high_veg
11316,990.2514177693762,high_veg
11317,1247.5595463137997,high_veg
11319,583.796786389414,low_veg
1132,895.8345935727788,low_veg
11320,1207.5879017013233,high_veg
11321,906.6748582230624,high_veg
11323,697.4035916824197,low_veg
11325,696.6691871455577,low_veg
11326,1058.4168241965974,high_veg
11327,576.2268431001891,low_veg
11329,1119.9253308128546,high_veg
1133,991.1635160680529,high_veg
11333,1159.6550094517959,high_veg
11334,1045.8582230623817,high_veg
11335,926.0841209829867,high_veg
11338,995.0340264650283,high_veg
11339,725.9678638941399,low_veg
1134,624.0406427221172,low_veg
11340,881.8620037807183,low_veg
11341,587.2003780718336,low_veg
11343,442.43005671077503,low_veg
11345,1406.8402646502836,high_veg
11347,997.148393194707,high_veg
11349,848.633270321361,low_veg
1135,929.7826086956521,high_veg
11352,2714.5349716446126,high_veg
11353,1085.6616257088847,high_veg
11354,899.8686200378072,high_veg
11355,713.4933837429112,low_veg
11357,711.5396975425331,low_veg
11358,939.9782608695652,high_veg
11361,991.1663516068053,high_veg
11362,991.8894139886578,high_veg
11363,928.4470699432892,high_veg
11364,515.7816635160681,low_veg
11365,1070.15595463138,high_veg
11366,992.992438563327,high_veg
11367,671.6776937618148,low_veg
11368,857.7145557655955,low_veg
11369,589.4631379962193,low_veg
1137,956.2533081285444,high_veg
11372,905.6550094517959,high_veg
11373,771.586011342155,low_veg
11374,1164.7618147448015,high_veg
11375,764.0576559546314,low_veg
11377,711.8818525519848,low_veg
11378,901.9574669187145,high_veg
11379,1275.0349716446124,high_veg
11381,995.2003780718336,high_veg
11383,767.0255198487713,low_veg
11384,983.5482041587902,high_veg
11385,996.187145557656,high_veg
11386,848.4867674858223,low_veg
11387,954.4810964083176,high_veg
11388,831.6342155009452,low_veg
11389,672.2041587901701,low_veg
11392,956.6578449905483,high_veg
11394,930.7173913043479,high_veg
11395,838.2079395085066,low_veg
11396,881.6190926275992,low_veg
11397,1071.7136105860113,high_veg
11399,1053.8345935727789,high_veg
114,811.4073724007561,low_veg
11401,951.2542533081286,high_veg
11402,861.7533081285444,low_veg
11403,1142.0812854442345,high_veg
11404,568.4914933837429,low_veg
11405,809.8431001890359,low_veg
11407,2066.2863894139887,high_veg
11409,1273.4565217391305,high_veg
1141,582.3534971644613,low_veg
11410,972.1153119092628,high_veg
11411,874.1682419659735,low_veg
11413,391.20982986767484,low_veg
11414,872.3695652173913,low_veg
11416,948.9829867674858,high_veg
11417,751.5491493383743,low_veg
11419,496.9499054820416,low_veg
1142,1110.7155009451797,high_veg
11420,1105.984877126654,high_veg
11421,959.4773156899811,high_veg
11425,1156.3572778827977,high_veg
11427,792.8601134215501,low_veg
11429,827.5415879017013,low_veg
1143,949.0349716446125,high_veg
11430,1066.2561436672968,high_veg
11431,617.0406427221172,low_veg
11436,901.9631379962193,high_veg
11437,560.6020793950851,low_veg
11439,1212.4896030245748,high_veg
1144,1082.9243856332703,high_veg
11443,445.1521739130435,low_veg
11444,954.820415879017,high_veg
11445,787.694706994329,low_veg
11447,958.2438563327032,high_veg
11448,792.6465028355387,low_veg
11449,525.9310018903592,low_veg
1145,880.9187145557656,low_veg
11450,993.0756143667297,high_veg
11457,913.6578449905483,high_veg
11460,894.1077504725898,low_veg
11461,1024.086011342155,high_veg
11463,686.5255198487713,low_veg
11464,787.679584120983,low_veg
11466,817.7202268431001,low_veg
11467,761.1899810964084,low_veg
11469,1059.930056710775,high_veg
1147,1492.7400756143668,high_veg
11470,975.3289224952741,high_veg
11471,781.140831758034,low_veg
11472,800.4584120982987,low_veg
11473,523.250472589792,low_veg
11474,899.8960302457467,high_veg
11475,692.3015122873346,low_veg
11476,833.882797731569,low_veg
11477,994.3440453686201,high_veg
11478,732.4716446124763,low_veg
1148,680.6039697542533,low_veg
11481,712.5387523629489,low_veg
11482,840.8260869565217,low_veg
11483,593.3081285444234,low_veg
11485,993.3799621928166,high_veg
11486,1021.0434782608696,high_veg
11487,1195.8922495274103,high_veg
11488,917.2863894139887,high_veg
11489,868.8251417769376,low_veg
11490,1005.734404536862,high_veg
11492,924.851606805293,high_veg
11494,892.2325141776938,low_veg
11495,1002.3856332703214,high_veg
11498,842.7145557655955,low_veg
11499,1059.9517958412098,high_veg
1150,1156.9820415879017,high_veg
11500,1204.4744801512288,high_veg
11501,1118.209829867675,high_veg
11502,853.7722117202269,low_veg
11504,717.1162570888469,low_veg
11506,762.9017013232515,low_veg
11507,688.5387523629489,low_veg
11509,939.3412098298677,high_veg
11510,949.9461247637051,high_veg
11512,752.3402646502835,low_veg
11513,1035.6219281663516,high_veg
11514,1148.2211720226844,high_veg
11515,310.35255198487715,low_veg
11516,823.945179584121,low_veg
11517,1214.2986767485822,high_veg
11518,1059.085066162571,high_veg
11519,865.4064272211721,low_veg
1152,599.9962192816636,low_veg
11520,892.3156899810964,low_veg
11523,304.7495274102079,low_veg
11524,937.7731568998109,high_veg
11526,903.1162570888469,high_veg
11527,499.5812854442344,low_veg
1153,1128.094517958412,high_veg
